Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage,Mileage_naa,Engine,Engine_naa,Power,Power_naa
2011,85000,Diesel,Automatic,First,5.0,13.95,16.55,False,1968.0,False,147.51,False
2013,51000,Diesel,Automatic,Second,5.0,17.0,20.58,False,1995.0,False,143.0,False
2012,90000,Diesel,Manual,Second,7.0,4.6,13.93,False,2179.0,False,138.03,False
2010,105000,Diesel,Manual,Second,8.0,5.21,12.05,False,2179.0,False,120.0,False
2017,36458,Petrol,Manual,First,5.0,12.34,15.29,False,1591.0,False,121.3,False
2006,109000,Petrol,Manual,First,5.0,1.5,16.9,False,1497.0,False,100.0,False
2015,49000,Diesel,Automatic,First,5.0,22.99,17.05,False,1995.0,False,184.0,False
2011,8000,Petrol,Automatic,First,2.0,43.0,9.0,False,3436.0,False,113.37409595233115,False
2010,45000,Diesel,Automatic,First,6.0,40.0,14.7,False,2993.0,False,241.4,False
2008,68000,Petrol,Manual,Third,5.0,1.2,19.7,False,796.0,False,46.3,False
2011,54000,Petrol,Automatic,First,5.0,2.9,19.2,False,1197.0,False,80.0,False
2016,28000,Petrol,Automatic,First,5.0,13.9,14.62,False,1999.0,False,149.92,False
2016,38500,Diesel,Manual,Second,5.0,7.85,28.09,False,1248.0,False,88.5,False
2016,17738,Diesel,Automatic,First,5.0,54.45,15.3,False,2993.0,False,258.0,False
2012,67132,Diesel,Manual,First,9.0,4.75,13.58,False,2499.0,False,78.0,False
2011,47000,Diesel,Manual,First,5.0,3.25,20.64,False,1498.0,False,108.5,False
2015,28005,Petrol,Manual,First,5.0,7.1,17.8,False,1497.0,False,117.3,False
2017,13000,Petrol,Manual,First,5.0,4.65,20.4,False,1197.0,False,81.8,False
2012,67000,Diesel,Manual,First,5.0,5.0,19.33,False,1968.0,False,138.1,False
2015,50000,Petrol,Manual,First,5.0,4.95,18.6,False,1197.0,False,81.83,False
2014,55000,Diesel,Manual,First,7.0,9.8,15.1,False,2179.0,False,140.0,False
2019,9312,Diesel,Automatic,First,5.0,78.8,18.0,False,2987.0,False,258.0,False
2015,30458,Petrol,Manual,First,5.0,2.99,23.1,False,998.0,False,67.04,False
2014,46000,Petrol,Manual,First,5.0,4.45,15.04,False,1598.0,False,103.2,False
2011,50000,Petrol,Manual,Second,4.0,0.75,23.9,False,624.0,False,37.48,False
2016,36676,CNG,Manual,First,5.0,5.0,10.628592687263028,False,1197.0,False,81.86,False
2014,72563,Diesel,Manual,Second,5.0,5.0,22.77,False,1498.0,False,98.59,False
2015,67000,Petrol,Manual,First,,4.7,16.1,False,1622.0034294936454,False,113.37409595233115,False
2015,58239,Petrol,Automatic,First,5.0,9.69,14.62,False,1999.0,False,149.92,False
2015,57934,Diesel,Manual,First,8.0,5.5,18.2,False,1248.0,False,73.74,False
2017,6500000,Diesel,Automatic,First,5.0,65.0,15.97,False,2993.0,False,258.0,False
2015,63000,Diesel,Manual,First,5.0,5.11,20.14,False,1498.0,False,88.8,False
2012,27014,Petrol,Manual,First,5.0,2.19,16.25,False,1198.0,False,75.0,False
2012,90906,Diesel,Manual,First,5.0,4.25,20.54,False,1598.0,False,103.6,False
2013,61202,Diesel,Automatic,First,7.0,14.5,11.18,False,2696.0,False,184.0,False
2014,51000,Diesel,Manual,First,5.0,5.65,19.87,False,1461.0,False,83.14,False
2016,88008,Diesel,Automatic,Second,7.0,22.5,12.9,False,2755.0,False,174.5,False
2007,55000,Petrol,Manual,Second,,1.75,16.1,False,1622.0034294936454,False,113.37409595233115,False
2004,160000,Petrol,Automatic,Second,5.0,1.5,11.3,False,1794.0,False,125.0,False
2012,42591,Petrol,Manual,First,5.0,3.2,20.36,False,1197.0,False,78.9,False
2012,67000,Diesel,Manual,First,5.0,4.5,23.0,False,1396.0,False,90.0,False
2014,48000,Diesel,Manual,Second,5.0,4.5,25.8,False,1498.0,False,98.6,False
2014,97000,Diesel,Automatic,First,5.0,8.0,22.32,False,1582.0,False,126.32,False
2018,10000,Diesel,Automatic,First,5.0,28.9,17.9,False,2143.0,False,136.0,False
2015,56900,Diesel,Manual,First,5.0,4.1,20.14,False,1498.0,False,88.8,False
2006,74483,Petrol,Automatic,First,5.0,2.3,0.0,False,999.0,False,113.37409595233115,False
2017,36152,Petrol,Automatic,First,5.0,7.22,21.4,False,1197.0,False,83.1,False
2014,85512,Diesel,Manual,First,5.0,5.8,22.9,False,1248.0,False,74.0,False
2013,234000,Diesel,Manual,Second,8.0,3.5,14.0,False,2489.0,False,95.0,False
2013,36000,Diesel,Manual,Second,5.0,6.35,22.7,False,1498.0,False,89.84,False
2015,36096,Diesel,Manual,First,7.0,8.85,15.1,False,2179.0,False,140.0,False
2010,111111,Petrol,Manual,Second,5.0,2.0,18.6,False,1199.0,False,79.4,False
2012,73000,Petrol,Manual,First,5.0,5.5,17.01,False,1591.0,False,121.3,False
2014,44300,Petrol,Manual,Second,5.0,2.3,18.9,False,1197.0,False,82.0,False
2014,74500,Diesel,Manual,First,5.0,7.95,19.01,False,1461.0,False,108.45,False
2016,21495,Petrol,Manual,First,5.0,6.16,19.1,False,1197.0,False,81.86,False
2012,59000,Petrol,Manual,First,5.0,2.85,20.36,False,1197.0,False,78.9,False
2016,23000,Petrol,Automatic,First,5.0,25.0,13.7,False,1991.0,False,183.0,False
2008,50135,Diesel,Manual,First,5.0,10.36,15.8,False,2148.0,False,170.0,False
2016,25000,Petrol,Automatic,First,5.0,26.0,15.04,False,1991.0,False,183.0,False
2013,47000,Diesel,Manual,First,5.0,4.35,22.32,False,1582.0,False,126.32,False
2016,150000,Diesel,Manual,First,9.0,4.5,14.95,False,2489.0,False,93.7,False
2015,53503,Diesel,Manual,First,5.0,5.0,26.59,False,1248.0,False,74.0,False
2014,47003,Petrol,Manual,First,5.0,3.67,20.36,False,1197.0,False,78.9,False
2014,80000,Diesel,Manual,First,7.0,6.0,14.0,False,2179.0,False,138.1,False
2018,20492,Petrol,Manual,First,5.0,6.34,18.9,False,1197.0,False,82.0,False
2012,17000,Petrol,Automatic,Second,4.0,22.0,16.82,False,1998.0,False,189.08,False
2006,79000,Petrol,Manual,Second,5.0,1.67,13.4,False,1794.0,False,125.0,False
2014,27000,Petrol,Manual,First,5.0,7.95,14.28,False,1798.0,False,138.03,False
2018,28786,Petrol,Manual,First,5.0,9.74,10.4,False,2393.0,False,163.5,False
2011,143354,Diesel,Manual,Second,7.0,6.0,16.0,False,1997.0,False,140.0,False
2008,56000,Petrol,Manual,Second,,1.5,19.5,False,1061.0,False,113.37409595233115,False
2013,21000,Petrol,Automatic,First,4.0,21.5,17.44,False,1998.0,False,189.08,False
2014,29202,CNG,Manual,First,5.0,3.9,14.259319949232077,False,998.0,False,67.04,False
2009,73000,Diesel,Manual,Second,5.0,2.35,21.1,False,1248.0,False,73.9,False
2012,74000,Diesel,Manual,Second,5.0,2.65,22.07,False,1199.0,False,73.9,False
2011,65423,Petrol,Manual,First,5.0,3.16,20.36,False,1197.0,False,78.9,False
2009,65000,Petrol,Manual,Second,5.0,2.05,19.0,False,998.0,False,66.1,False
2013,83875,CNG,Manual,Second,5.0,2.95,11.308822619247861,False,998.0,False,58.16,False
2014,55277,Petrol,Manual,First,5.0,3.9,20.51,False,998.0,False,67.04,False
2017,50808,Diesel,Manual,Second,7.0,6.68,24.2,False,1498.0,False,98.6,False
2017,52000,Petrol,Manual,Second,5.0,3.5,21.1,False,814.0,False,55.2,False
2017,32000,Petrol,Automatic,First,5.0,8.11,14.84,False,1598.0,False,103.52,False
2017,25000,Diesel,Manual,First,5.0,8.3,28.09,False,1248.0,False,88.5,False
2016,23218,Diesel,Automatic,First,5.0,45.61,15.26,False,2143.0,False,203.2,False
2010,84000,Diesel,Automatic,First,5.0,4.45,20.0,False,1968.0,False,138.1,False
2017,40000,Diesel,Manual,First,5.0,7.85,24.3,False,1248.0,False,88.5,False
2011,17000,LPG,Manual,First,5.0,3.1,5.718182865747509,False,1086.0,False,62.1,False
2014,25135,Diesel,Manual,First,5.0,3.75,24.0,False,1120.0,False,70.0,False
2017,65000,Diesel,Manual,First,7.0,7.65,25.47,False,1248.0,False,88.5,False
2013,40000,Petrol,Manual,First,5.0,4.9,17.0,False,1197.0,False,80.0,False
2018,24500,Diesel,Automatic,First,7.0,16.52,16.0,False,2179.0,False,140.0,False
2016,56674,Petrol,Automatic,First,5.0,14.05,13.7,False,1798.0,False,157.75,False
2016,51950,Petrol,Manual,First,5.0,6.75,20.73,False,1373.0,False,91.1,False
2016,51000,Diesel,Manual,First,5.0,9.2,19.67,False,1582.0,False,126.2,False
2012,150000,Diesel,Manual,Third,5.0,3.0,23.59,False,1364.0,False,113.37409595233115,False
2008,114750,Petrol,Manual,Second,5.0,2.75,17.0,False,1497.0,False,118.0,False
2016,107890,Diesel,Manual,First,7.0,20.5,13.5,False,2198.0,False,157.7,False
2012,64000,Diesel,Manual,First,5.0,4.25,21.9,False,1396.0,False,90.0,False
2016,21460,Petrol,Manual,First,5.0,6.0,17.0,False,1497.0,False,121.36,False
2015,29634,Petrol,Manual,Second,5.0,6.0,17.0,False,1197.0,False,80.0,False
2008,52000,Petrol,Manual,First,5.0,2.41,16.1,False,1298.0,False,88.2,False
2015,33000,Petrol,Automatic,First,5.0,7.25,19.0,False,1199.0,False,88.7,False
2014,89230,Diesel,Manual,First,7.0,23.65,11.1,False,2400.0,False,200.0,False
2016,27000,Petrol,Manual,First,5.0,6.5,21.4,False,1197.0,False,83.1,False
2017,72524,Diesel,Automatic,Second,5.0,18.06,17.9,False,2143.0,False,136.0,False
2016,73000,Petrol,Manual,First,5.0,3.2,25.17,False,799.0,False,53.3,False
2017,21740,Petrol,Manual,First,5.0,6.42,18.16,False,1196.0,False,86.8,False
2015,59000,Diesel,Manual,First,7.0,23.0,13.0,False,2982.0,False,168.5,False
2013,83432,Petrol,Manual,First,5.0,5.9,17.0,False,1497.0,False,118.0,False
2014,87200,Diesel,Manual,First,7.0,7.75,15.4,False,2523.0,False,75.0,False
2012,88000,Diesel,Automatic,First,5.0,15.0,13.2,False,1995.0,False,170.0,False
2017,48324,Diesel,Manual,First,5.0,9.0,24.3,False,1248.0,False,88.5,False
2011,51000,Petrol,Automatic,First,5.0,11.5,11.74,False,1796.0,False,186.0,False
2012,24000,Petrol,Manual,Second,5.0,6.2,17.01,False,1591.0,False,121.3,False
2017,20773,Diesel,Manual,First,5.0,5.92,24.0,False,1186.0,False,73.97,False
2016,22000,Diesel,Manual,First,5.0,6.29,20.14,False,1498.0,False,88.0,False
2014,66355,Petrol,Manual,First,5.0,4.12,18.0,False,1198.0,False,86.7,False
2007,115800,Petrol,Automatic,Third,5.0,3.8,10.1,False,2354.0,False,152.0,False
2014,41125,Petrol,Manual,First,5.0,2.7,17.92,False,1086.0,False,62.1,False
2017,43812,Diesel,Automatic,First,5.0,20.28,15.0,False,2143.0,False,107.3,False
2014,69876,Petrol,Manual,First,5.0,3.9,18.0,False,1198.0,False,86.7,False
2014,102000,Diesel,Automatic,Second,7.0,16.5,12.55,False,2982.0,False,168.5,False
2011,68000,Petrol,Manual,First,5.0,3.7,17.01,False,1591.0,False,121.3,False
2016,12000,Diesel,Automatic,First,4.0,79.0,10.5,False,2993.0,False,271.23,False
2013,25000,Diesel,Automatic,First,5.0,17.99,22.69,False,1995.0,False,190.0,False
2013,51873,Diesel,Manual,First,5.0,3.9,21.9,False,1396.0,False,88.76,False
2012,72500,Diesel,Manual,First,5.0,3.12,18.5,False,1399.0,False,68.0,False
2007,83000,Petrol,Manual,First,5.0,1.65,14.0,False,1061.0,False,64.0,False
2015,39871,Petrol,Manual,First,5.0,3.5,19.1,False,1197.0,False,81.86,False
2015,82000,Diesel,Manual,Second,7.0,4.85,14.02,False,2179.0,False,118.3,False
2018,23152,Diesel,Automatic,First,5.0,39.22,19.27,False,2143.0,False,167.62,False
2007,71600,Petrol,Manual,Second,5.0,2.0,20.36,False,1197.0,False,78.9,False
2010,122000,Diesel,Manual,Second,7.0,10.45,11.5,False,2982.0,False,171.0,False
2016,29277,Petrol,Automatic,First,5.0,27.0,19.16,False,2494.0,False,158.2,False
2011,60000,Diesel,Manual,First,5.0,2.25,20.0,False,1399.0,False,68.0,False
2014,42000,Petrol,Manual,First,5.0,3.45,19.1,False,1197.0,False,81.86,False
2016,61823,Petrol,Manual,First,5.0,6.14,18.6,False,1197.0,False,81.83,False
2012,53000,LPG,Manual,Second,5.0,2.85,8.162759183818006,False,1086.0,False,68.05,False
2015,75000,CNG,Manual,First,5.0,3.25,10.45853520426682,False,1193.0,False,55.23,False
2011,110000,Diesel,Manual,First,5.0,4.0,28.4,False,1248.0,False,73.75,False
2010,38446,Petrol,Manual,First,5.0,2.59,17.0,False,1497.0,False,118.0,False
2017,33000,Diesel,Manual,First,5.0,6.96,27.39,False,1248.0,False,74.0,False
2011,42118,Petrol,Manual,First,5.0,2.19,18.3,False,1197.0,False,113.37409595233115,False
2016,70000,Petrol,Manual,First,5.0,3.0,21.1,False,814.0,False,55.2,False
2012,68038,Diesel,Manual,First,5.0,3.6,20.14,False,1498.0,False,88.0,False
2014,55012,Diesel,Manual,Second,5.0,3.7,25.44,False,936.0,False,57.6,False
2013,55000,Diesel,Automatic,First,5.0,21.75,22.48,False,1995.0,False,190.0,False
2017,25000,Diesel,Automatic,First,5.0,45.0,17.9,False,2143.0,False,170.0,False
2011,46808,Petrol,Manual,Second,5.0,3.19,24.07,False,998.0,False,67.1,False
2015,65743,Petrol,Manual,First,5.0,6.2,20.14,False,1197.0,False,81.86,False
2013,64466,Petrol,Manual,First,5.0,3.96,19.81,False,1086.0,False,68.05,False
2009,75648,Diesel,Manual,First,5.0,0.82,13.5,False,1405.0,False,113.37409595233115,False
2016,80000,Diesel,Manual,First,5.0,4.5,23.4,False,1248.0,False,74.0,False
2017,69000,Diesel,Manual,First,5.0,3.55,25.4,False,1186.0,False,73.97,False
2014,79200,Diesel,Manual,First,5.0,5.5,22.71,False,1461.0,False,84.8,False
2016,29477,Petrol,Manual,First,5.0,10.25,15.8,False,1591.0,False,121.3,False
2017,40000,Diesel,Automatic,First,7.0,30.0,12.9,False,2755.0,False,174.5,False
2014,25000,Petrol,Manual,Second,5.0,3.5,18.5,False,1197.0,False,85.8,False
2014,67668,Diesel,Manual,First,5.0,3.1,23.08,False,1461.0,False,63.12,False
2010,78000,Petrol,Manual,First,5.0,3.25,17.5,False,1198.0,False,75.0,False
2017,30000,Diesel,Manual,First,5.0,8.99,23.0,False,1498.0,False,98.96,False
2015,70623,Petrol,Manual,First,5.0,3.99,15.04,False,1598.0,False,103.6,False
2015,54000,Diesel,Manual,Second,5.0,6.0,19.01,False,1461.0,False,108.5,False
2015,48000,Diesel,Automatic,First,5.0,18.25,15.73,False,1968.0,False,174.33,False
2012,62000,Diesel,Manual,First,7.0,7.75,12.99,False,2494.0,False,100.0,False
2017,47000,Petrol,Manual,Second,5.0,4.5,17.57,False,1193.0,False,88.7,False
2014,171000,Diesel,Manual,First,7.0,16.75,11.5,False,2982.0,False,171.0,False
2012,108000,Diesel,Automatic,First,5.0,17.5,16.09,False,1995.0,False,184.0,False
2016,41000,Diesel,Manual,First,5.0,7.7,22.7,False,1598.0,False,118.0,False
2012,66000,Petrol,Manual,Second,5.0,4.45,17.0,False,1497.0,False,118.0,False
2015,144000,Diesel,Manual,First,5.0,5.25,26.59,False,1248.0,False,74.0,False
2017,23806,Diesel,Automatic,First,5.0,33.66,22.69,False,1995.0,False,190.0,False
2013,89000,Petrol,Automatic,Second,5.0,2.8,19.34,False,1198.0,False,76.0,False
2018,38852,Petrol,Automatic,First,5.0,8.47,21.4,False,1197.0,False,83.1,False
2018,68737,Diesel,Manual,First,5.0,9.32,26.21,False,1248.0,False,88.5,False
2017,23106,Diesel,Automatic,First,5.0,27.43,17.9,False,2143.0,False,136.0,False
2015,31250,Diesel,Manual,First,7.0,6.5,24.5,False,1498.0,False,98.6,False
2014,77795,Diesel,Manual,First,8.0,9.5,12.99,False,2494.0,False,100.6,False
2015,47759,Diesel,Automatic,First,5.0,31.8,14.74,False,2993.0,False,270.9,False
2013,67620,Petrol,Manual,Second,5.0,4.2,17.6,False,1496.0,False,88.8,False
2013,44378,Diesel,Manual,First,5.0,3.85,25.44,False,936.0,False,57.6,False
2012,64709,Petrol,Manual,Second,5.0,6.0,12.8,False,2354.0,False,177.6,False
2007,76161,Petrol,Manual,First,5.0,1.65,19.7,False,796.0,False,46.3,False
2013,58410,Diesel,Automatic,First,5.0,14.5,19.3,False,1968.0,False,141.0,False
2011,72000,Diesel,Manual,First,7.0,7.1,12.8,False,2494.0,False,102.0,False
2016,11000,Diesel,Automatic,First,5.0,28.0,17.11,False,1968.0,False,174.33,False
2017,45362,Diesel,Manual,First,5.0,9.38,24.3,False,1248.0,False,88.5,False
2016,59767,Petrol,Manual,First,5.0,4.78,18.9,False,1197.0,False,82.0,False
2003,70000,Petrol,Manual,Second,5.0,1.7,13.4,False,1794.0,False,125.0,False
2019,14233,Diesel,Automatic,First,7.0,17.85,17.6,False,2179.0,False,153.86,False
2010,72000,Petrol,Manual,Second,5.0,2.75,17.0,False,1197.0,False,80.0,False
2014,11000,Petrol,Manual,First,5.0,5.95,17.01,False,1591.0,False,121.3,False
2011,39000,Petrol,Manual,First,5.0,1.5,14.0,False,796.0,False,35.0,False
2019,19855,Petrol,Manual,First,5.0,3.8,24.7,False,796.0,False,47.3,False
2017,20149,Diesel,Automatic,First,5.0,38.5,19.27,False,2143.0,False,167.62,False
2011,70000,Petrol,Manual,First,5.0,2.15,19.81,False,1086.0,False,68.05,False
2010,62004,Petrol,Automatic,Second,5.0,3.75,14.67,False,1798.0,False,177.46,False
2016,25500,Diesel,Automatic,First,5.0,8.95,21.5,False,1498.0,False,108.5,False
2013,68800,Diesel,Manual,First,5.0,5.0,17.8,False,1248.0,False,113.37409595233115,False
2010,61700,Petrol,Manual,First,5.0,2.95,14.8,False,1799.0,False,130.2,False
2010,59660,Petrol,Automatic,First,5.0,10.49,12.05,False,1995.0,False,154.0,False
2007,69775,Petrol,Manual,Second,5.0,1.85,17.92,False,1086.0,False,62.1,False
2016,51787,Diesel,Manual,First,5.0,6.45,17.8,False,1248.0,False,113.37409595233115,False
2009,88000,Petrol,Automatic,First,5.0,5.25,11.1,False,2354.0,False,142.0,False
2014,47052,Diesel,Manual,First,7.0,5.99,20.77,False,1248.0,False,88.76,False
2015,69749,Diesel,Manual,First,5.0,3.82,18.6,False,1388.0,False,67.0,False
2012,79000,Diesel,Automatic,First,7.0,39.0,12.07,False,2967.0,False,241.4,False
2016,39644,Diesel,Automatic,First,5.0,25.75,17.11,False,1968.0,False,174.33,False
2012,137800,Diesel,Manual,First,5.0,2.2,22.3,False,1248.0,False,74.0,False
2008,120000,Diesel,Manual,Second,5.0,2.0,18.1,False,1493.0,False,110.0,False
2018,11000,Diesel,Automatic,First,5.0,56.5,16.1,False,1950.0,False,194.0,False
2014,18600,Diesel,Automatic,Second,5.0,21.0,22.69,False,1995.0,False,190.0,False
2014,116905,Diesel,Manual,First,5.0,4.0,24.0,False,1120.0,False,70.0,False
2011,32824,Petrol,Automatic,First,5.0,3.83,16.95,False,1197.0,False,78.9,False
2016,19148,Petrol,Manual,First,5.0,5.89,16.1,False,1197.0,False,85.0,False
2010,35008,Petrol,Manual,First,5.0,1.36,17.92,False,1086.0,False,62.1,False
2013,21000,Diesel,Automatic,Second,4.0,44.0,17.54,False,2993.0,False,313.0,False
2014,53000,CNG,Manual,First,5.0,3.26,9.395675935540517,False,1586.0,False,85.7,False
2016,36000,Petrol,Manual,First,5.0,8.0,17.43,False,1396.0,False,105.5,False
2012,56121,Diesel,Manual,First,5.0,4.25,23.4,False,1248.0,False,74.0,False
2018,30000,Diesel,Manual,First,5.0,6.0,28.4,False,1248.0,False,74.0,False
2016,31021,Diesel,Automatic,First,5.0,16.61,19.5,False,1968.0,False,141.0,False
2013,52600,Diesel,Manual,First,5.0,7.26,19.6,False,1461.0,False,108.45,False
2005,60000,Diesel,Manual,First,8.0,4.0,10.5,False,2179.0,False,120.0,False
2016,44001,Diesel,Automatic,First,5.0,34.51,18.12,False,1995.0,False,190.0,False
2003,101000,Petrol,Manual,Third,5.0,0.95,17.3,False,1061.0,False,64.0,False
2007,84169,Petrol,Manual,First,5.0,2.2,14.0,False,1061.0,False,64.0,False
2017,14001,Petrol,Manual,First,5.0,5.75,18.6,False,1197.0,False,81.83,False
2005,100000,CNG,Manual,Third,5.0,1.2,7.227443027338858,False,1086.0,False,113.37409595233115,False
2016,59000,Diesel,Automatic,First,7.0,36.75,18.0,False,2993.0,False,255.0,False
2009,29000,Petrol,Automatic,Second,5.0,10.0,11.7,False,1796.0,False,178.0,False
2014,64158,Diesel,Automatic,First,,17.89,18.48,False,1622.0034294936454,False,113.37409595233115,False
2012,38800,Diesel,Manual,First,5.0,4.05,21.64,False,1461.0,False,84.8,False
2011,98000,Diesel,Automatic,First,7.0,22.0,12.07,False,2967.0,False,241.4,False
2017,20969,Diesel,Automatic,First,5.0,27.87,17.9,False,2143.0,False,136.0,False
2018,2900,Diesel,Manual,First,5.0,8.75,24.3,False,1248.0,False,88.5,False
2016,69000,Diesel,Manual,First,5.0,4.79,19.3,False,1248.0,False,73.9,False
2018,5833,Diesel,Manual,First,5.0,11.92,21.13,False,1498.0,False,108.4,False
2016,28733,Diesel,Automatic,Second,7.0,53.11,12.07,False,2967.0,False,241.4,False
2006,145000,Petrol,Manual,First,5.0,1.15,18.9,False,998.0,False,67.1,False
2014,71000,Diesel,Manual,First,5.0,7.45,25.1,False,1498.0,False,98.6,False
2017,12000,Petrol,Manual,First,5.0,3.5,21.1,False,814.0,False,55.2,False
2018,21603,Diesel,Automatic,First,5.0,70.15,13.0,False,2987.0,False,265.0,False
2011,65000,Petrol,Manual,Second,,3.15,0.0,False,1622.0034294936454,False,113.37409595233115,False
2013,58000,Diesel,Automatic,First,5.0,19.5,13.2,False,1995.0,False,170.0,False
2012,39000,Petrol,Automatic,Second,5.0,15.0,12.05,False,1995.0,False,154.0,False
2017,37712,Diesel,Manual,First,7.0,7.57,17.45,False,1493.0,False,100.0,False
2012,68000,Petrol,Manual,First,5.0,4.4,18.5,False,1197.0,False,85.8,False
2016,25000,Diesel,Automatic,First,5.0,60.0,15.87,False,2993.0,False,308.43,False
2010,30000,Petrol,Manual,First,5.0,1.6,18.6,False,1199.0,False,79.4,False
2014,68218,Petrol,Manual,First,5.0,4.9,19.1,False,1197.0,False,85.8,False
2014,52000,Diesel,Manual,First,7.0,5.95,20.77,False,1248.0,False,88.8,False
2015,63591,Diesel,Manual,First,5.0,5.35,20.45,False,1461.0,False,83.8,False
2014,57937,Petrol,Automatic,First,5.0,5.4,15.5,False,1198.0,False,86.7,False
2015,21979,Diesel,Automatic,First,5.0,23.45,17.11,False,1968.0,False,174.33,False
2002,99000,Diesel,Manual,Second,5.0,1.9,18.7,False,1896.0,False,66.0,False
2016,62000,Diesel,Manual,First,5.0,6.1,25.8,False,1498.0,False,98.6,False
2006,127001,Diesel,Manual,First,8.0,4.95,12.8,False,2494.0,False,102.0,False
2013,84600,Petrol,Manual,Second,5.0,2.5,21.1,False,814.0,False,55.2,False
2018,30953,Petrol,Manual,First,5.0,3.48,22.7,False,799.0,False,53.64,False
2012,78000,Diesel,Manual,First,5.0,4.4,22.9,False,1248.0,False,74.0,False
2008,85000,Diesel,Manual,First,6.0,7.99,9.5,False,2835.0,False,118.6,False
2008,79000,Diesel,Automatic,First,5.0,10.99,13.1,False,2400.0,False,215.0,False
2014,79000,Diesel,Automatic,First,7.0,18.5,12.55,False,2982.0,False,168.5,False
2018,48188,Diesel,Manual,First,5.0,21.69,16.3,False,1956.0,False,170.0,False
2014,67557,Diesel,Manual,First,5.0,5.17,23.4,False,1248.0,False,74.0,False
2011,103814,Diesel,Manual,Second,5.0,4.5,22.32,False,1582.0,False,126.32,False
2014,45128,Diesel,Manual,First,8.0,6.75,12.05,False,2179.0,False,120.0,False
2013,56075,Petrol,Manual,First,5.0,3.12,19.81,False,1086.0,False,68.05,False
2011,166000,Diesel,Manual,First,8.0,8.25,12.99,False,2494.0,False,100.6,False
2017,65367,Diesel,Automatic,First,7.0,20.14,11.36,False,2755.0,False,171.5,False
2013,114708,Diesel,Manual,First,8.0,12.6,12.99,False,2494.0,False,100.0,False
2015,35082,Diesel,Manual,First,5.0,6.61,23.4,False,1248.0,False,74.0,False
2016,38593,Diesel,Automatic,First,5.0,13.23,17.01,False,1582.0,False,126.2,False
2008,70700,Diesel,Manual,First,8.0,4.75,12.99,False,2494.0,False,100.0,False
2011,83000,Diesel,Manual,Second,5.0,2.9,20.54,False,1598.0,False,103.6,False
2015,120000,Diesel,Manual,First,10.0,5.5,14.8,False,2499.0,False,80.0,False
2014,91586,Diesel,Automatic,Second,7.0,9.47,11.18,False,2696.0,False,184.0,False
2008,38235,Petrol,Manual,First,5.0,1.95,20.36,False,1197.0,False,78.9,False
2011,37000,Petrol,Manual,First,5.0,2.2,20.36,False,1197.0,False,78.9,False
2006,50888,Petrol,Manual,First,5.0,1.15,17.0,False,1086.0,False,113.37409595233115,False
2013,44000,Petrol,Manual,Second,5.0,4.35,18.0,False,1198.0,False,86.7,False
2016,54000,Petrol,Automatic,First,5.0,4.5,23.1,False,998.0,False,67.04,False
2013,90000,Petrol,Manual,First,5.0,3.55,18.9,False,1197.0,False,82.0,False
2015,35000,Diesel,Manual,First,5.0,4.75,19.3,False,1248.0,False,73.9,False
2012,47324,Petrol,Manual,Second,5.0,4.52,20.36,False,1197.0,False,78.9,False
2012,65148,Diesel,Automatic,First,5.0,12.75,15.06,False,1995.0,False,177.0,False
2014,57773,Diesel,Automatic,Second,5.0,20.04,17.11,False,1968.0,False,174.33,False
2014,87000,Diesel,Manual,First,5.0,6.5,20.45,False,1461.0,False,83.8,False
2007,179032,Diesel,Manual,First,7.0,7.5,11.56,False,3200.0,False,199.3,False
2016,8000,Petrol,Automatic,First,5.0,4.15,22.5,False,998.0,False,67.0,False
2007,77000,Petrol,Manual,First,5.0,2.5,13.5,False,1799.0,False,130.0,False
2016,20600,Petrol,Manual,First,5.0,5.4,18.6,False,1197.0,False,81.83,False
2016,13198,Petrol,Manual,First,5.0,3.15,24.07,False,998.0,False,67.1,False
2015,21000,Diesel,Automatic,Second,7.0,52.5,12.07,False,2967.0,False,241.4,False
2016,38000,Petrol,Manual,First,5.0,5.95,18.6,False,1197.0,False,81.83,False
2019,15379,Petrol,Automatic,First,5.0,6.97,23.84,False,1199.0,False,83.83,False
2011,60000,Petrol,Manual,First,5.0,3.2,20.36,False,1197.0,False,78.9,False
2007,70000,Petrol,Manual,First,5.0,1.12,0.0,False,1086.0,False,113.37409595233115,False
2013,75371,Diesel,Manual,First,5.0,6.69,20.46,False,1461.0,False,83.8,False
2014,60000,Diesel,Manual,Second,5.0,5.9,13.49,False,2179.0,False,138.03,False
2009,30675,Petrol,Manual,First,5.0,2.25,18.5,False,1197.0,False,80.0,False
2013,22000,Diesel,Manual,First,5.0,4.5,23.4,False,1248.0,False,74.0,False
2015,55000,Petrol,Manual,First,5.0,2.61,22.0,False,814.0,False,55.0,False
2010,74213,Diesel,Automatic,First,5.0,11.5,14.84,False,2143.0,False,170.0,False
2016,15000,Petrol,Automatic,First,4.0,35.0,16.82,False,1998.0,False,189.08,False
2010,57000,Petrol,Manual,First,4.0,0.5,26.0,False,624.0,False,35.0,False
2015,62144,Diesel,Manual,Second,5.0,5.75,26.21,False,1248.0,False,88.5,False
2017,50000,Diesel,Manual,First,5.0,11.5,22.0,False,1582.0,False,126.2,False
2015,38000,Petrol,Manual,First,5.0,2.75,21.1,False,814.0,False,55.2,False
